artist,text
Manowar," 
I taste your blood as it showers from my blade
I eat your heart, from evil it was made
With heart filled hatred black blood runs through my veins.
I take your powers to the ancient ones who reign
I conquer evil, let evil know my name
Come forth ye wicked, know the gruesome pain
I am the omen, the one that cannot die
I am the flame, hatred burns inside.
My strength is hatred, torment and pain, HATRED, HATRED
With heart filled hatred black blood runs through my veins.
I crush your bones, I kill your face
I rip your flesh, I end the chase
You meet with terror, you draw the ace
I rule the world the rats that race.
My strength is hatred, torment and pain, HATRED, HATRED
With heart filled hatred black blood runs through my veins.
HATRED
"
Manowar," 
Brothers one and all fight hear the call
Here we ride death is all we bring
Brothers onwards sail, immortal victory hail
Into glory ride by the blood of kings
Side by side never fail
Immortal victory hail
None left standing in our way
Immortal victory today
Honor calls the brave of righteous will be saved
All the rest shall die their blood will be our ride
Thunderstrike blood shall rain
Bone will break with fearsome pain
When black arrows fly the end will shake the sky
Side by side never fail
Immortal victory hail
None left standing in our way
Immortal victory today
Fly into the sun on golden wings
Recall thy pledge we sons of kings
The final sunrise eternity into thy hands
My sword and soul all that I am all that I feel
Now is the time return to the kingdom of Steel
Side by side never fail
Immortal victory hail
None left standing in our way
Immortal victory today
Side by side never fail
Immortal victory hail
None left standing in our way
Immortal victory today
Side by side never fail
Immortal victory hail
None left standing in our way
Immortal victory today
Side by side never fail
Immortal victory hail
None left standing in our way
Immortal victory today
The war had been raging and ravaging for four years
Leaving millions of casualties from all sides
In the trenches of the frontlines, people have asked the question
What is the price of peace?
How...Holy Diver
You've been down too long in the midnight sea
Oh what's becoming of me?
Ride the tiger
You can see his stripes but you know he's clean
Oh don't you see what I mean?

Gotta get away
Holy...Benedictus
Et Affectus
Benedictus
Halleluja

Warfare, pain and murder
in Golgatha we stand
for the last rite of heaven
the seventh sacrament

Born of blood and fire
and blessed by midnight's hand
in...""O God of Earth and altar
Bow down and hear our cry
Our earthly rulers falter
Our people drift and die
The walls of gold entomb us
The swords of scorn divide
Take not thy thunder from us
Take away...He had enough
He couldn't take anymore
He'd found a place
In his mind and slammed the door
No matter how they tried
They couldn't understand
They washed and dressed him
Fed him by hand

Yeah! I've..."
Manowar," 
I don't know
Well, there's no charge for the haircut
And the bullets come free
My Uncle Sam sent a letter, said:
He's got a mission for me
Now I'm a ranger, not a stranger
And I live in Saigon
We've got a team of special forces
And we deliver napalm
But if they tell you that I've lost my mind
Baby it's not gone just a little hard to find
By the time this letter gets home
I'd be gone, gone, yeah gone
And if they tell you that I'm M.I.A.
Think a little less about me each day
'Cause if I ever get back
I'll be shell shocked, whoa
Shell shocked, yeah
Feels funny riding in my car
Used to drive a tank and shoot a B.A.R.
I know I'm home
But I feel gone, gone, yeah gone
Now it's over and the homeland's safe
Got a purple heart to show the world I'm brave
The businessmen sat at home
Well I got shell shocked, whoa
Shell shocked, whoa
Shell shock
Shell shock
Shell shock
"
Manowar,"
I see my chariot run to your ships
I'll drive you back to the sea
You came here for gold
The wall will not hold
This day was promised to me
The gods are my shield
My fate has been sealed
Lightning and javelins fly
Soon many will fall
We are storming the wall
Stones fall snow from the sky
We will pay with our glory
In the fire of battle
Zeus today is mine
Killing all my way
Like sheep and like cattle
Smashing skulls of all who defy
I spare not the hammer
I spare not the sword
This day will ring with my name
None have to chase me
Let he who will face me
Kill me or die by the sword
Oh friend of mine, how to say goodbye
This was your time, but the armor you wore
Was mine, I will not rest
Until Hector's blood is spilled
His bones will all be broken
Dragged across the field
This dear friend is how we'll say goodbye
Until we meet in the sky
Here is inside the walls Troy, the gods weigh my fate
From this day do I abstain, to a memory of hate
To pay for all the blood that spilled
The many thousands I did kill,
No walls can contain the gods' almighty will
I hear the silent voices I cannot hide
The gods leaves no choices so we all must die
Oh Achilles let thy arrows fly.
Into the wind, where eagles cross the sky
Today my mortal blood will mix with sand
It was foretold I will die by thy hand
Into Hades my soul descend
Cowards in the grip of fear, no valour to uphold
Cut into the earth, with honor long been sold
For all shall come to know me
As they fall unto their knees
Zeus the Thunderer, control my destiny
When the cards of life were dealt,
My hand a ruthless fate
To avenge, and bringeth fury, Hector feel my hate
A bloodbath was born to bring, by birth I'm an assassin
To cut the cord of life and beath,
Ties to earth unfasten
Blood and fire death and hate, your body I will desecrate
Dogs and vultures eat your flesh the hall of Hades waits
Kill...
Hector's blood lies on the battlefield
His body lies on the battlefield
His body's mangled wounds,
The gods who once protected him are now his gods of doom,
Like a tower standing tall, steadfest in direction
I fall upon you bringing death, the gods give no protection
Coward in the grip of fear, no valour to uphold
Cut into the earth, with honor long been sold
For all shall come to know me, as they fall ino their knees
Zeus the Thunderer, control my destiny
Blood and fire death and hate, you body I will desecrate
Dogs and vultures eat your flesh the hall of Hades waits
Die, die, die...
The oath of the gods, this day was fulfilled
In the heat of the battle, Hector was killed
See him Patroclus, down in the dust
Rejoice in his death my symbol of trust
A dozen highborn youths, have been killed
Cutting their throats their blood was all spilled
Their bodies set at the fool of your fire
With oxen, sheep and two of your hounds
Your funeral pyre high off the ground
Hector's body dragged three times around
I will carry the torch to your funeral pyre
I will ask of the wind to send high your fire
Hector's blood will not be washed from my body until your body is burned
A prophecy spoken a promice fulfilled
More blood will be spilled, more will be killed.
"
Manowar," 
We belong to the world we belong to the wind
We are the spirit of the competition's end
Turning hours into days burning muscles feel the pain
The heart and soul of discipline my friends
We are sending you a challenge it's very clear
We came to win that is why we are here
Demanding to be tested, tested by the best
Not to be forgotten like all the rest
The time has come all the training done
The muscle and the blood will come to pay
Let the game begin hear the starting gun
Play from the heart today we will overcome
When the game is over all the counting's done
We were born to win number 1
Today is the day all the training through
We have come for the number one not the number two
Let the contest begin play hard fight to win
Immortality victory and fame
The time has come all the training done
The muscle and the blood will come to pay
Let the game begin hear the starting gun
Play from the heart today we will overcome
When the game is over all the counting's done
We were born to win number 1
Today is the day all the training through
We have come for the number one not the number two
Let the contest begin play hard fight to win
Immortality victory and fame
Let the game begin hear the starting gun
Play from the heart today we will overcome
When the game is over all the counting's done
We were born to win number 1
"
Manowar," 
The north star always guides me
When winter skies are gray
And I wait for the sun when all ate one
I shall not betray
Calling at me
I'm waiting when all are led astray
Carry On my sons forever
Carry On when I am gone
Carry On for when the day is long
Forever Carry On
For as long as we together
Then forever Carry On
Darkness all around us
We don't close our eyes
No one's gonna ground us
We were born to fly
Comin' at us no stopping
Born to amplify
Carry On my sons forever
Carry On when I am gone
Carry On for when the day is long
Forever Carry On
For as long as we together
Then forever Carry On
Yea, be my brother
Fight to stay alive
All the world can't change us
With all their burned-out jive
Come get us now we're waiting
We won't ride and hide
Carry On my sons forever
Carry On when I am gone
Carry On for when the day is long
Forever Carry On
For as long as we together
Then forever Carry On
Now we're all together
Let's sing a fighting song
One hundred thousand riders
We can't all be wrong
Comin' at us no stopping
Always Carry On
Carry On my sons forever
Carry On when I am gone
Carry On for when the day is long
Forever Carry On
For as long as we together
Then forever Carry On
"
Manowar," 
He is descended from giants. His father Loki
God of fire, is the sworn blood brother to
Odin himself. He rides across land, sea and air
From the land of the living, to the land of
The dead. This eight legged steed crosses eight
Points of the compass, from eight directions
Into eight dimensions. He is bringer of the
Valiant dead from the battlefield to Valhalla
Carry we who die in battle
Over land and sea
Across the rainbow bridge to Valhalla
Odin's waiting for me
He was born of giants
His icy coat is grey
At night he rides into the world of death
The living by day
One day on his back I shall ride
From the battlefield into the sky
Borne by Valkyries we valiant dead
Into the hall of heroes shall be led
Ride down from Asgard
To the battlefield
Bringer of the valiant dead
Who died but never yielded
Carry we who die in battle
Over land and sea
Across the rainbow bridge to Valhalla
Odin's waiting for me
Faster then the fastest horse alive
The living son of fire rides
From the halls of Asgard across the sky
To the world of gods and men
Eight legs and magic runes
Carved upon his teeth
Thunder and lightning
Sound beneath his feet
On his back the war god Odin rides
Sword and magic spear held high
Ride down from Asgard
To the battlefield
Bringer of the valiant dead
Who died but never yielded
Carry we who die in battle
Over land and sea
Across the rainbow bridge to Valhalla
Odin's waiting for me
"
Manowar," 
If I Should Return
With My Body On My Shield
Tell My Son I Chose To Die Than Yield
Though My Life May Soon Be Gone
I Hope You'll Carry On
Remember Me As One Who Would Not Kneel
Fight With Blood
Fight With Steel
Die With Honor
Never Yield
Fearless Hearts
Filled With Pride
Into Glory We Shall Ride
Into Glory We Shall Ride
I Am Driven On In The Face Of All Despair
Trust In Steel You Will Find Me There
A Sinner's Fate Awaits Me
But My Vision Guides Me On
I Will Not Stray
From The Path I'm Set Upon
I'll Fight With Blood
Fight With Steel
Die With Honor
Never Yield
Fearless Hearts
Filled With Pride
Into Glory We Shall Ride
Into Glory We Shall Ride
If I Do Not Return
Bring My Body On My Shield
Tell My Son I Chose To Die
I Chose To Die Than Yield
Fight With Blood
Fight With Steel
Die With Honor
Never Yield
Fearless Hearts
Filled With Pride
Into Glory We Shall Ride
Fight With Blood
Fight With Steel
Die With Honor
Never Yield
Fearless Hearts
Filled With Pride
Into Glory We Shall Ride
Fight With Blood
Fight With Steel
Die With Honor
Never Yield
Fearless Hearts
Filled With Pride
Into Glory We Shall Ride
I'll Die Fighting With My Brothers Side By Side
"
Manowar," 
Ridin' on two wheels
Chains hooked on my heels
Sittin' in leather...
Ridin' on steel
Put my shades on
Hair blows in the wind
I give some square the finger
Now he won't look again, no he won't
Now, you were sittin' home
And I got sent to Nam
I went to the big house
You just worked a job
Hear me calling
Can't you hear my death tone
Hear me calling
Can't you hear my death tone
Hear me ride
On into the night
Pull along side
If you're looking for a fight, hey
My social workers
Got me on a chain
Keeps me out of jail
So the paper prints his name, yes it does, and he likes it
Unemployment checks
Run out next week
It won't be very long
'Til I'm back on the streets again
Now, you were sittin' home
And I was sent to Nam
I went to the big house
You just worked a job
Hear me calling
Can't you hear my death tone
Hear me calling
Can't you hear my death tone
Hear me ride
On into the night
Pull along side
If you're looking for a fight, hey
Hey
Yeah
Death tone
Death tone
Gonna ride on my death tone
Yes I am
I'm gonna ride on you baby
Oh
"
Manowar," 
""Powers of the Universe did sire a Son
He was baptized by Fire Water Earth and Sky
From darkness he rose up in Triumph
To ascend the Throne of Light
And He Alone shall forever be known
As the King of Kings""
I entered this World born under a sign of Infinite Light
And here I shall dwell
I now understand all that I am
Shall live in Thy command!
"
Manowar," 
In the hall of the slain
Valkyries and heroes attend me
Ravens and wolves at my side
Forever they did befriend me
I paid an eye for a drink of mead
And was given wisdom supreme
Granted to me the secrets
Of magic, of life and death
Ah.. Speared hung upside down
Nine days and nights no food nor mead
The will to be a sacrifice
Of myself unto myself
Wisdom and rhyme
Sorcery, death living inside me
Of life and death I am king
For both do I bring by sword and spear and ring
Raise thy weapons on this day
Ye shall not die alone
Fight and die let Valkyries fly
For they shall take thee home
I promise thee that on this night
Ye shall be by my side
Asgard's halls await with hero's
Brothers that have died
For thee we wait at Asgard's gates
Come join us by our side
Valhalla waits so choose thy fate
For all of us must die!
"
Manowar," 
Here to the blaze
I wander
Through this black night
I ponder
The edge of our mighty swords
Did clash
Fallen by our axes
Helmets smashed
Glory and fame
Blood is our name
Souls full of thunder
Hearts of steel
Killers of men
Of warriors friend
Sworn to avenge our fallen brothers
To the end...
One day too
I may fall
I will enter Odin's Hall
I will die sword in hand
My name and my deeds will
Scorch the land
Glory and fame!
Blood is our name..
Soul full of thunder!!
Hearts of steel
Killers of men!
Of warriors friend
Sworn to avenge our fallen brothers
Sons of the gods
today we shall die
Open Valhalla's door
Let the battle begin
with swords in the wind
Hail Gods of War
Sons of Odin we four..!!
By the hammer of Thor!
Ride down from the sky....
Another is born
Another shall fall
This day men will die!!!!
Glory and fame
Blood is our name
Souls full of thunder
Hearts of steel
Killers of men
Of warriors friend
Sworn to avenge our fallen brothers
Sons of the gods today we shall die
Open Valhalla's door
Let the battle begin with swords in the wind
Hail Gods of War
Sons of the gods today we shall die
Open Valhalla's door
Let the battle begin with swords in the wind
Hail Gods of War
Let the battle begin with swords in the wind
Hail
Gods
of War!!!
...Onward into the heart of battle
Fought the sons of Odin
Outnumbered many times
Still
they fought on
Blood poured fourth from their wounds
Deep into the earth
Vultures waited for the broken shells
That once were bodies
But Odin alone would choose the day
They would enter Valhalla
And in their hour of need
He sent forth unto them The Berserker Rage
Now gods and men
They rose up from the ground
Screaming like wild animals
Such is the gift of absolute power
No blade or weapon would harm them
They killed them and horses alike
And all who stood before them died that day
Hail Gods Of War!!!!!
"
Manowar," 
Blood and thunder mix with rain
Into the kingdom of darkness again
Lightning flash and body in flame
All shall kneel at the sound of my name
My path is set, I live with no regret
I'm sworn to kill, never to forget
No road back, I never will return
Into the fire of hell I will burn
And die, die, die into the house of death
And die, die, die into the fire of hell
Army of the heavens, my army waits in hell
To battle on the earth, for all the souls who fell
I will not go onto my death alone
Seven gates to pass until I reach my home
Across the bridge of death, beyond the gates of light
Into the heart of darkness, into the black of night
Into the darkness I command my soul
Never shall I repent, never shall I be saved
I go into the house of death
Before my last breath my enemies all shall die
Die, die, die into the house of death
Die, die, die into the fire of hell
"
Manowar," 
This fucking hot here Sao Paolo!
The Brasilian fans kickin Fuckin Ass!
Fuckin true Manofans.
Argentina!
We pleasure to be here in Buenos Aires.
Buenos Aires.
Some crazy Fucking people tonight in Rio!
This is one hell of a Fucking audience!
Standing right there with the big tits. How are you?
This is our first time in Brazil.
In the Czech Fucking Repubilc.
The fabully Heavy Metal in Italy.
And we will reaturn again to tell all of these fucking bastards FUCK YOU!
Switzerland.
We came to Zurich tonight with the understanding that the sound police did
want us to play.
...
Then we want Manowar to play now!
In hungry motherfucker in pruther past.
Tonight Manowar records Live in Portugal.
The very special city of Bastards.
Are you cray motherfuckers in Halle?!?
Germany tonight.
We are recording a Live album in the Philipshalle.
Pass off!
You know that the Fans mean everything to Us!
And now you are report in the fire of truth Heavy Metal.
Auf hector scheisse.
Spain. Hola.
Last night in the tour here in the Leipzig.
Nobody can stop the Heavy Metal Fans.
We will return KILL!!!
The guard people here who don't like Manowar. (Peoples FUCK YOU!)
"
Manowar," 
I arrive a stranger in this land and
Those who seek me their Blood will wash the land
They who need me now reach out their hand
And If she heals me will I be God or Man
Tell Me
Will I live or Die
Then tell me Why
Tell me who I am
God or Man
Step Aside
Where I ride
Or you will die
My protection I give to those in need
Mother, Son and Daughter and Father will be free
from the chains of death upon them
I shall end their misery
With Blood upon my Hammer
Now the wolves of men shall bleed
Tell Me
Will I live or Die
Then tell me Why
Now tell me who I am
God or Man
Step Aside
Where I ride
Or you will die
I'm Alive
And I know Why
Cause of Lies
For you will die
You'll know the curse of my pain
Thunder and Rain
My protection I give to those in need
Mother, Son and Daughter and Father will be free
From the chains of death upon them
I shall end their misery
With Blood upon my Hammer
Now the wolves of men shall bleed
Step Aside
Where I ride
Step Aside
Or you will die
I'm Alive
And I know Why
Cause of Lies
You will die
"
Manowar," 
Here they lie, gone not forgotten
All the clans from days long ago
In this ground, they rest altogether
Why they fought and died
Shall all come to know
Born with a right
To carry the sword of our fathers
Who fell with their brothers
And ours there below
They may raise our cities
They may burn the land
We may die in thousands
They will understand
We will not surrender
Not one boy or man
Come take the sword of the highlands
From my cold dead hands
He said
Carry the fight on for me
For all the sons of the highlands
Fight for the right to be free
Never be owned
They may raise our cities
They may burn the land
We may die in thousands
They will understand
We will not surrender
Not one boy or man
Come take the sword of the highlands
From my cold dead hands
"
Manowar," 
Battle hymns did sound the call.
You came to our side.
You heard true metal
Into glory ride.
Come on yea
You stood beside us,
The false ones cries.
Your love is judgment,
You gave us life.
You wait in the rain, you walk through the snow.
We give you our blood, we want you to know.
In our eyes you're immortal
In our hearts you'll live forever
In our eyes you're immortal
In our hearts you'll live forever more.
We have read your letters, we have heard your call.
We were brought together 'cause we've got the balls
To play the loudest metal, so hard and wild and mean.
You'll live forever, we were born from your belief.
Metal makes us strong
Together we belong
Forever here's your song
We want you to know
In our eyes you're immortal
In our hearts you'll live forever
In our eyes you're immortal
In our hearts you'll live forever more
Metal makes us strong
Together we belong
Forever here's your song
We want you to know
In our eyes you're immortal
In our hearts you'll live forever
In our eyes you're immortal
In our hearts you'll live forever more
Metal makes us strong
It makes us
Metal makes us strong
It makes us stronger, stronger, stronger, stronger...
Stronger, metal makes us strong
"
Manowar," 
Raise thy weapons on this day
Ye shall not die alone
Fight and die let Valkyries fly
For they shall take thee home
I promise thee that on this night
Ye shall be by my side
Asgard's halls await with heroes
Brothers that have died
For thee we wait at Asgard's gates
Come join us by our side
Valhalla waits so choose thy fate
For all of us must die!
"
Manowar," 
On hymns of battle we rode to glory
Hail england did we
By the sign of the hammer
We fought the world
Kings of metal to be
Louder than hell
Warriors of the world
Now gods of war
Stand our ground knights immortal
For metal once more
Hail kill and die
On this ground for death and glory
Are all who believe
Blood and steel bound together
In a fight to be free
We will arm the just
And grind to dust
Those who deny
Our sacred right
Of glory and might
We shall survive
Hail kill and die
Hail kill and die
Dark avengers armed with hatred
Black arrows and wings
By the hammer of Thor
A holy war
For the crown and the ring
We ride the dragon and wield the power
To fight 'til we die
Sons of Odin stand so tall
We all touch the sky
Hail kill and die
"
